u,v,color
0,1,0,1
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,1,2,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,3,0,1,2
0,18,1
0,19,0
0,20,1
0,21,1,2,0
0,22,2,1,0
0,23,2,1,0
0,24,0
25,1,2,0,1
25,26,0
25,27,2
25,17,2,1,0
25,28,2
25,29,2
30,1,0
30,15,0
30,17,0
30,31,0
30,32,0
30,22,0
30,23,0
20,1,0,2,1
20,5,1,0,2
20,33,0
20,34,0
20,12,1
20,17,0,2,1
20,35,0
20,36,0
37,1,0
37,5,2,1,0
37,38,2,0,1
37,39,0
37,40,0
37,41,0
37,42,0
37,22,0
22,1,2,1,0
22,2,0
22,43,0
22,44,0
22,45,0
22,46,0
22,47,0
22,48,0
22,5,0,1,2
22,49,2,0,1
22,50,0
22,33,0
22,51,0
22,11,0
22,12,2,0,1
22,13,0
22,52,0
22,17,2,1,0
22,31,0
22,53,1,2,0
22,54,0
22,55,0
22,56,0
22,57,0
22,23,1,2,0
22,58,0
23,1,1
23,5,0
23,59,0
23,60,3,4
23,12,0,2,1
23,17,1,2
23,19,0
23,61,0
23,21,2,1,0
58,1,0
58,33,0
58,11,0
58,62,0
58,52,0
58,63,0
58,17,0
58,64,0
58,31,0
58,65,0
58,24,0
66,67,0
66,68,0
66,69,0
67,70,0
67,71,0
67,72,0
67,69,0
68,12,4,0
2,73,0
2,74,0
2,5,0
2,75,0
2,76,0
2,77,1
2,78,0
2,79,0
75,73,0
75,80,0
75,13,0
75,76,0
78,73,0
78,80,0
78,13,0
78,76,0
79,81,0
79,82,0
79,83,0
79,84,0
79,13,0
79,85,0
79,86,0
79,87,0
79,88,0
79,89,0
79,90,0
79,91,0
79,92,0
79,93,0
79,94,0
79,95,0
79,96,0
79,97,0
79,98,0
79,99,0
79,100,0
79,101,0
79,102,0
79,103,0
79,104,0
79,105,0
79,106,0
79,107,0
79,108,0
79,109,0
79,110,0
79,111,0
79,112,0
79,113,0
79,114,0
79,115,0
13,73,0
13,5,0
13,76,0
13,77,1
116,73,0
116,117,0
116,10,0
116,12,0
116,76,0
116,118,0
116,119,0
116,120,0
116,121,0
116,122,0
116,123,0
124,125,0
124,126,0
127,128,5,3
128,129,0
129,49,0
129,59,0
129,130,5,0,3,4,6,2
129,131,5,3,0,6
129,62,4
129,132,0
129,133,0,5,3
129,134,5,6,3,0
129,17,0
129,135,4,3,5,0,6,2
129,136,3,6,5,4,0,2
129,137,3,5,0,6
129,138,5,3,0
129,139,2,6,0,4,5,3
140,141,0
140,142,0
140,143,0
140,144,0
141,145,3
141,146,0
141,142,0
141,147,0
141,148,0
141,149,0
141,150,0
141,151,0
141,152,3
141,143,0
141,153,0
141,154,0
142,147,0
142,143,0
142,144,0
143,147,0
144,147,0
155,156,0
155,157,0
156,158,0
156,159,0
156,160,0
156,161,0
156,157,0
156,162,0
157,158,0
157,163,0
157,159,0
157,160,0
157,161,0
157,162,0
164,165,0
164,166,0
165,160,0
165,167,0
166,168,0
169,170,0
169,171,0
169,172,0
169,36,4
169,173,0
172,174,0
172,175,0
172,176,0
172,177,0
172,178,0
172,179,0
172,180,0
172,181,0
172,182,0
172,17,0
172,183,0
172,184,0
172,185,0
172,186,0
172,187,0
172,188,0
172,189,0
173,174,0
173,175,0
173,176,0
173,177,0
173,190,0
173,178,0
173,179,0
173,180,0
173,181,0
173,182,0
173,191,0
173,183,0
173,184,0
173,185,0
173,104,0
173,192,0
173,187,0
173,188,0
173,193,0
173,194,0
173,195,0
196,197,0
196,26,2
196,198,0,5
196,199,5
196,200,6,3,1,0,2,5
196,201,5
196,202,5
196,203,1
196,204,5,3
196,205,3,5
196,74,0,2
196,206,2
196,4,3,0
196,207,0,1,2,6,5
196,5,3
196,208,5,3
196,209,2
196,210,2
196,211,5,3
196,49,3
196,212,5
196,213,2
196,214,3
196,131,3,0
196,12,5
196,215,5,0
196,77,2
196,216,3,5
196,217,5
196,218,0,6,5
196,219,2
196,220,2,3,0,5,1
196,221,3,5
196,64,2
196,222,0
196,223,1,0,2
196,224,6,0,5
196,225,0
196,39,2,3,5,6
196,40,3,6,2,5
196,226,0
196,227,3,5
196,228,0
196,122,5,2
196,229,0
196,230,2,1
196,231,2,1
196,53,3
196,232,5,1,0,2
196,233,2
196,234,0,2
196,36,3,2,5
196,235,2
196,236,0
196,41,6,5,3,2
196,237,1
196,238,0
196,61,3
196,239,0
196,240,0
196,241,6,2,5,1,0
196,242,5,2,1,0,6
196,243,1,0,6,5,2
196,244,5,0,2,6,1
196,245,0,2,1
196,246,0
247,197,0
247,248,0
247,159,0
247,170,0
247,249,0
247,250,0
247,251,0
247,225,0
247,252,0
247,253,0
247,254,0
255,197,2
255,145,0
255,256,2
255,257,0
255,258,0
255,259,0
255,260,0
255,152,0
255,225,2
255,39,0
255,40,0
255,36,0
255,41,0
255,192,0
261,197,0
261,26,2
261,198,0,5
261,200,3,6,5,1,2,0
261,203,1
261,204,5,3
261,205,3,5
261,74,2,0
261,206,2
261,4,0,3
261,207,0,5,6,2,1
261,5,3
261,208,3,5
261,209,2
261,210,2
261,211,3,5
261,49,3
261,213,2
261,214,3
261,131,3,0
261,12,5
261,215,0,5
261,77,2
261,216,5,3
261,218,5,6,0
261,219,2
261,220,1,3,5,0,2
261,221,3,5
261,64,2
261,222,0
261,223,1,0,2
261,224,0,6,5
261,225,0
261,39,6,2,5,3
261,40,6,5,2,3
261,226,0
261,227,3,5
261,228,0
261,122,2,5
261,229,0
261,230,1,2
261,231,2,1
261,53,3
261,232,2,1,0,5
261,233,2
261,234,0,2
261,36,5,2,3
261,235,2
261,236,0
261,41,2,3,6,5
261,237,1
261,238,0
261,61,3
261,239,0
261,240,0
261,241,2,6,1,5,0
261,242,1,6,0,5,2
261,243,2,6,5,1,0
261,244,2,6,1,5,0
261,245,0,2,1
261,246,0
262,197,0
262,170,0
262,250,0
262,225,0
262,253,0
262,254,0
263,197,0
263,5,3
263,264,0
263,225,0
263,192,0
263,265,0
264,197,0
264,5,3
264,225,0
264,192,0
264,265,0
266,197,0
266,170,0
266,250,0
266,225,0
266,253,0
266,254,0
267,197,2
267,145,0
267,256,2
267,257,0
267,268,0
267,258,0
267,259,0
267,260,0
267,152,0
267,225,2
267,39,0
267,40,0
267,36,0
267,41,0
267,192,0
269,270,0
269,271,0
269,272,0
269,273,0
269,274,0
269,275,0
270,271,0
270,276,0
270,277,0
270,272,0
270,131,3
270,273,0
270,278,0
270,279,0
270,274,0
270,275,0
270,280,0
271,276,0
271,277,0
271,131,3
271,39,5,6,3
271,40,3,5,6
271,41,5,6,3
271,278,0
271,279,0
272,276,0
272,277,0
272,131,3
272,278,0
272,279,0
273,276,0
273,277,0
273,131,3
273,278,0
273,279,0
274,276,0
274,277,0
274,131,3
274,278,0
274,279,0
274,280,0
275,276,0
275,277,0
275,131,3
275,278,0
275,279,0
275,280,0
281,282,0
281,283,0
281,284,0
281,285,0
281,286,0
281,287,0
281,288,0
282,284,0
283,289,0
283,74,1,2,0
283,211,0
283,149,0
283,290,0
283,150,0
283,151,0
283,284,0
283,230,1
283,234,1,0,2
283,36,5,6
283,291,0
283,292,0
283,153,0
283,293,0
283,154,0
284,294,0
284,295,0
284,296,0
284,297,0
284,285,0
284,298,0
284,299,0
284,300,0
284,301,0
285,302,0
285,87,0
285,303,0
285,297,0
285,286,0
285,287,0
285,300,0
285,288,0
286,304,0
286,305,0
286,287,0
286,306,0
286,298,0
287,304,0
287,305,0
287,306,0
287,298,0
307,26,2
307,74,0,2
307,206,2
307,4,2
307,256,0
307,257,2
307,308,2
307,309,0
307,310,0
307,191,0
307,311,2
307,312,0
307,219,2
307,313,2
307,314,0
307,315,0
307,64,2
307,316,0
307,317,0
307,39,0
307,318,0
307,40,0
307,122,2
307,230,2
307,319,0
307,320,0
307,41,0
307,42,0
307,192,0
307,321,0
307,322,0
323,26,0
323,324,0
323,120,0
323,325,0
323,326,0
323,327,0
323,328,0
323,42,0
329,26,4
329,62,3,4
329,330,0,4
331,26,2
331,332,0
331,308,0,2
331,333,2
331,170,0,2
331,191,2
331,311,2
331,334,0
331,259,0
331,171,0
331,335,0
331,64,2
331,36,2
331,336,0
331,192,0
331,337,0,2
338,339,0
338,340,0
338,313,0
338,314,0
338,318,0
338,321,0
341,339,4
341,211,3
341,120,3
341,61,0
342,339,0
342,340,0
342,313,0
342,314,0
342,318,0
342,343,0
342,42,0
342,321,0
344,339,0
344,211,0
344,345,0
346,309,0
346,347,0
346,64,0
346,320,0
346,192,0
320,309,0
320,310,0
320,348,0
320,349,0
320,312,0
320,314,0
320,315,0
320,316,0
320,350,0
320,42,0
320,106,0
320,192,0
320,239,0
320,322,0
351,10,0
351,352,0
351,36,0
352,353,0
352,190,0
352,354,0
352,355,0
352,356,0
352,349,0
352,357,0
352,358,0
352,359,0
352,360,0
352,361,0
352,95,0
352,111,0
352,362,0
352,195,0
363,198,5
363,170,0
363,215,5
364,198,5
364,59,0
364,215,5
365,198,5
365,215,5
366,198,5
366,59,0
366,215,5
133,198,5
133,211,3
133,131,5,2,0,3
