u,v,color
0,1,0
0,2,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
10,4,0
10,5,0
10,7,0
10,8,0
10,6,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
12,13,3
12,14,0
12,15,3
12,16,0
16,13,3
16,15,3
17,18,0
19,18,0
20,18,0
21,5,0
21,8,0
22,5,0
22,8,0
23,24,0
23,25,0
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,0
23,33,0
23,34,0
23,35,0
23,36,0
23,37,0
24,38,2
24,39,0
24,40,0
24,41,0
24,37,0
24,42,0
24,43,0
24,44,0
24,45,0,2
24,46,0
24,47,0
24,48,0
24,29,0
24,30,2,0
24,49,0
24,50,0
24,51,0
24,52,0,2
24,53,0
24,54,0
24,55,0
24,56,0
24,57,0
25,58,0
25,36,0
25,59,0
25,60,0
25,61,0
25,62,3,0,5
25,63,0
25,64,0
25,65,5,3
25,66,3,0,5
25,67,0
25,68,0
25,69,0
25,26,0
25,70,0
25,71,0
25,72,0
25,73,0
25,74,5,3,0
25,75,0
25,76,2,3,5
25,77,0
25,78,0
25,79,0
25,33,0
25,80,3,5
25,4,0
25,5,0
26,58,0
26,59,0
26,60,0
26,61,0
26,62,5,3,0
26,63,0
26,64,0
26,65,3,5
26,66,5,0,3
26,67,0
26,68,0
26,69,0
26,74,3,0,5
26,70,0
26,71,0
26,72,0
26,73,0
26,75,0
26,76,5,3,2
26,77,0
26,78,0
26,79,0
26,80,5,3
26,4,0
26,5,0
27,58,0
27,81,3,0,5
27,60,0
27,82,3,5
27,83,0,5,3
27,61,0
27,62,0,5,3
27,84,3,5,0
27,85,3
27,63,0
27,44,0,5,3
27,64,0
27,86,5,3,6,0
27,87,5,3,0
27,88,3,5,6,0
27,65,0,3,5
27,89,5,0,3
27,90,0,3,5
27,66,3,0,5
27,91,3
27,92,3,5,0
27,93,3
27,67,0
27,68,0
27,71,0
27,72,0,3,5
27,94,3
27,95,3,6,5,0
27,96,0,3,5
27,97,0
27,98,0
27,73,0
27,99,6,5,3,0
27,74,0,6,5,3
27,75,0
27,100,3,6,5,0
27,76,0,3,2,5
27,101,6,5,0,3
27,102,0
27,103,0
27,77,0
27,78,0
27,80,3,5,0
27,104,0
27,105,3,5,0,6
27,106,3,5,0
27,107,3,5,0
27,108,5,6,0,3
27,109,0,3,5,6
27,110,3
27,111,0
27,112,0
27,4,0
27,113,5,3,0
27,114,5,3
27,115,0,3,5
27,116,3
27,18,5,3
27,117,3
27,118,3
27,119,5,0,3
27,120,0,3,5
27,121,0
27,122,0
27,5,0
27,123,0,5,3
27,124,0
27,125,0
27,126,0
28,127,0
28,128,0
28,82,2
28,129,2
28,62,0
28,130,0
28,131,0
28,86,0
28,132,0
28,133,0
28,134,0
28,65,0
28,66,0
28,135,0
28,136,2
28,137,0
28,138,0,2
28,139,2
28,140,0
28,141,0
28,142,0
28,143,2
28,144,0
28,99,0
28,145,0
28,74,0
28,146,0
28,147,0
28,148,2
28,149,2
28,80,0
28,107,0
28,150,0
28,151,0
28,152,0
28,153,2
28,154,0
28,114,0
28,155,2
28,18,0
28,156,0
28,157,2
28,158,0
28,124,0
28,125,0
29,58,0
29,38,1
29,40,0
29,127,0
29,41,0
29,159,0
29,37,0
29,43,0
29,160,0
29,161,0
29,62,0
29,44,0
29,64,0
29,86,0
29,162,0
29,163,0
29,72,0
29,164,0
29,165,0
29,145,0
29,30,0
29,31,0
29,50,0
29,51,0
